element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
C,6,"=""26.025967573""","=""2.5584e+10""","=""5.1960e-03""",AA,"=""0.00000000""","=""(476.386509299)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,
C,6,"=""26.026086718""","=""2.5568e+10""","=""2.5964e-03""",AA,"=""0.00000000""","=""(476.384328443)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,
C,6,"=""26.357225331""","=""4.4578e+10""","=""9.2857e-03""",AA,"=""0.00000000""","=""(470.399280950)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,
C,6,"=""26.357436496""","=""4.4555e+10""","=""4.6405e-03""",AA,"=""0.00000000""","=""(470.39551229)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,
C,6,"=""26.989626939""","=""8.8424e+10""","=""1.9313e-02""",AA,"=""0.00000000""","=""(459.37722189)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,
C,6,"=""26.990059424""","=""8.8391e+10""","=""9.6533e-03""",AA,"=""0.00000000""","=""(459.36986090)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,
C,6,"=""28.465191647""","=""2.1688e+11""","=""5.2692e-02""",AA,"=""0.00000000""","=""(435.56424974)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,
C,6,"=""28.466332024""","=""2.1686e+11""","=""2.6345e-02""",AA,"=""0.00000000""","=""(435.54680078)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,
C,5,"=""33.4261""","=""1.065e+11""","=""5.352e-02""",AA,"=""0.00000""","=""(370.92071)""","=""1s2""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,
C,6,"=""33.73417110""","=""8.1219e+11""","=""2.7713e-01""",AA,"=""0.00000000""","=""(367.53296255)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",,
C,6,"=""33.73957711""","=""8.1273e+11""","=""1.3870e-01""",AA,"=""0.00000000""","=""(367.47407361)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",,
C,5,"=""34.9725""","=""2.554e+11""","=""1.405e-01""",AA,"=""0.00000""","=""(354.51908)""","=""1s2""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",,
C,5,"=""40.2674""","=""8.873e+11""","=""6.471e-01""",AA,"=""0.00000""","=""(307.9024628)""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""1P*""","=""1""",,
C,2,"=""42.766""","=""9.e+10""","=""2.3e-02""",D+,"=""0.0000000000""","=""289.91""","=""2s2.2p""","=""2P*""","=""1/2""","=""1s.2s2.2p2""","=""2S""","=""1/2""",,
C,2,"=""42.767""","=""1.7e+11""","=""2.3e-02""",D+,"=""0.007859989""","=""289.91""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2S""","=""1/2""",,
C,2,"=""42.836""","=""6.e+10""","=""2.3e-02""",E,"=""5.33441""","=""294.77""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""5/2""",,
C,2,"=""42.836""","=""2.5e+10""","=""7.e-03""",E,"=""5.33441""","=""294.77""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""3/2""",,
C,2,"=""42.836""","=""1.5e+11""","=""2.1e-02""",E,"=""5.33441""","=""294.77""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""1/2""",,
C,2,"=""42.836""","=""8.e+10""","=""4.e-02""",E,"=""5.33167""","=""294.77""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""3/2""",,
C,2,"=""42.836""","=""3.1e+10""","=""9.e-03""",E,"=""5.33167""","=""294.77""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""1/2""",,
C,2,"=""42.837""","=""1.3e+11""","=""3.6e-02""",E,"=""5.33792""","=""294.77""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""5/2""",,
C,2,"=""42.837""","=""8.e+10""","=""1.5e-02""",E,"=""5.33792""","=""294.77""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""3/2""",,
C,2,"=""42.987""","=""1.4e+11""","=""7.6e-02""",D+,"=""0.0000000000""","=""288.42""","=""2s2.2p""","=""2P*""","=""1/2""","=""1s.2s2.2p2""","=""2P""","=""3/2""",,
C,2,"=""42.988""","=""6.8e+11""","=""1.9e-01""",D+,"=""0.007859989""","=""288.42""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2P""","=""3/2""",,
C,2,"=""42.989""","=""5.5e+11""","=""1.5e-01""",D+,"=""0.0000000000""","=""288.41""","=""2s2.2p""","=""2P*""","=""1/2""","=""1s.2s2.2p2""","=""2P""","=""1/2""",,
C,2,"=""42.990""","=""2.7e+11""","=""3.8e-02""",D+,"=""0.007859989""","=""288.41""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2P""","=""1/2""",,
C,2,"=""43.060""","=""2.5e+11""","=""1.4e-01""",D+,"=""0.0000000000""","=""287.94""","=""2s2.2p""","=""2P*""","=""1/2""","=""1s.2s2.2p2""","=""2D""","=""3/2""",,
C,2,"=""43.061""","=""3.0e+11""","=""1.2e-01""",D+,"=""0.007859989""","=""287.94""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2D""","=""5/2""",,
C,2,"=""43.061""","=""4.9e+10""","=""1.4e-02""",D+,"=""0.007859989""","=""287.94""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2D""","=""3/2""",,
C,2,"=""43.149""","=""1.1e+11""","=""6.e-02""",E,"=""5.33167""","=""292.67""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""3/2""",,
C,2,"=""43.149""","=""2.1e+11""","=""6.e-02""",E,"=""5.33167""","=""292.67""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""1/2""",,
C,2,"=""43.150""","=""2.5e+11""","=""9.e-02""",E,"=""5.33792""","=""292.67""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""7/2""",,
C,2,"=""43.150""","=""8.e+10""","=""2.1e-02""",E,"=""5.33792""","=""292.67""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""5/2""",,
C,2,"=""43.150""","=""1.3e+10""","=""2.4e-03""",E,"=""5.33792""","=""292.67""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""3/2""",,
C,2,"=""43.150""","=""1.8e+11""","=""7.e-02""",E,"=""5.33441""","=""292.67""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""5/2""",,
C,2,"=""43.150""","=""1.4e+11""","=""3.8e-02""",E,"=""5.33441""","=""292.67""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""3/2""",,
C,2,"=""43.150""","=""4.2e+10""","=""6.e-03""",E,"=""5.33441""","=""292.67""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""1/2""",,
C,2,"=""43.168""","=""2.3e+11""","=""1.3e-01""",E,"=""5.33167""","=""292.54""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(4S*)""","=""4S*""","=""3/2""",,
C,2,"=""43.169""","=""7.e+11""","=""1.3e-01""",E,"=""5.33792""","=""292.54""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(4S*)""","=""4S*""","=""3/2""",,
C,2,"=""43.169""","=""5.e+11""","=""1.3e-01""",E,"=""5.33441""","=""292.54""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(4S*)""","=""4S*""","=""3/2""",,
C,6,"=""113.83842617""","=""5.5703e+09""","=""2.1644e-02""",AA,"=""(367.47407361)""","=""(476.38650555)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",,
C,6,"=""113.84057501""","=""3.1817e+08""","=""6.1817e-04""",AA,"=""(367.47407361)""","=""(476.38444973)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,
C,6,"=""113.84180233""","=""3.7080e+09""","=""1.4409e-02""",AA,"=""(367.47730732)""","=""(476.386509299)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,
C,6,"=""113.84408201""","=""3.7106e+09""","=""7.2097e-03""",AA,"=""(367.47730732)""","=""(476.384328443)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,
C,6,"=""113.89925179""","=""6.6742e+09""","=""1.9471e-02""",AA,"=""(367.53296255)""","=""(476.38723199)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",,
C,6,"=""113.90001190""","=""1.1117e+09""","=""2.1622e-03""",AA,"=""(367.53296255)""","=""(476.38650555)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",,
C,6,"=""113.90216307""","=""6.3865e+08""","=""6.2109e-04""",AA,"=""(367.53296255)""","=""(476.38444973)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",,
C,6,"=""120.4604871""","=""1.0204e+10""","=""4.4395e-02""",AA,"=""(367.47407361)""","=""(470.39927454)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",,
C,6,"=""120.4642644""","=""6.4189e+09""","=""2.7930e-02""",AA,"=""(367.47730732)""","=""(470.399280950)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,
C,6,"=""120.4646454""","=""5.5785e+08""","=""1.2137e-03""",AA,"=""(367.47407361)""","=""(470.39572171)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",,
C,6,"=""120.4686756""","=""6.4243e+09""","=""1.3978e-02""",AA,"=""(367.47730732)""","=""(470.39551229)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,
C,6,"=""120.5279776""","=""1.2227e+10""","=""3.9942e-02""",AA,"=""(367.53296255)""","=""(470.40052983)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",,
C,6,"=""120.5294484""","=""2.0368e+09""","=""4.4361e-03""",AA,"=""(367.53296255)""","=""(470.39927454)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",,
C,6,"=""120.5336114""","=""1.1198e+09""","=""1.2195e-03""",AA,"=""(367.53296255)""","=""(470.39572171)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,
C,6,"=""134.9074733""","=""2.2325e+10""","=""1.2183e-01""",AA,"=""(367.47407361)""","=""(459.37720947)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,
C,6,"=""134.9122021""","=""1.2539e+10""","=""6.8433e-02""",AA,"=""(367.47730732)""","=""(459.37722189)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,
C,6,"=""134.9176617""","=""1.1161e+09""","=""3.0459e-03""",AA,"=""(367.47407361)""","=""(459.37026931)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",,
C,6,"=""134.9230091""","=""1.2553e+10""","=""3.4260e-02""",AA,"=""(367.47730732)""","=""(459.36986090)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,
C,6,"=""134.9903701""","=""2.6755e+10""","=""1.0964e-01""",AA,"=""(367.53296255)""","=""(459.37966120)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",,
C,6,"=""134.9939736""","=""4.4576e+09""","=""1.2178e-02""",AA,"=""(367.53296255)""","=""(459.37720947)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",,
C,6,"=""135.0041751""","=""2.2406e+09""","=""3.0612e-03""",AA,"=""(367.53296255)""","=""(459.37026931)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",,
C,5,"=""150.521""","=""1.09e+09""","=""6.17e-03""",A,"=""(304.4034097)""","=""(386.7732)""","=""1s.2p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""2""",,
C,5,"=""150.521""","=""6.04e+08""","=""2.05e-03""",A,"=""(304.4034097)""","=""(386.7732)""","=""1s.2p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""1""",,
C,5,"=""150.524""","=""8.05e+08""","=""8.20e-03""",A,"=""(304.4049606)""","=""(386.7732)""","=""1s.2p""","=""3P*""","=""0""","=""1s.8d""","=""3D""","=""1""",,
C,5,"=""150.552""","=""1.45e+09""","=""6.90e-03""",A,"=""(304.4202464)""","=""(386.7732)""","=""1s.2p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""3""",,
C,5,"=""150.552""","=""3.62e+08""","=""1.23e-03""",A,"=""(304.4202464)""","=""(386.7732)""","=""1s.2p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""2""",,
C,5,"=""150.552""","=""4.02e+07""","=""8.20e-05""",A,"=""(304.4202464)""","=""(386.7732)""","=""1s.2p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""1""",,
C,5,"=""153.490""","=""1.10e+09""","=""1.17e-02""",A,"=""(304.387768)""","=""(385.16475)""","=""1s.2s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",,
C,5,"=""153.589""","=""2.20e+09""","=""1.09e-02""",A,"=""(304.4202464)""","=""(385.1450)""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",,
C,5,"=""157.195""","=""1.20e+09""","=""7.41e-03""",A,"=""(307.9024628)""","=""(386.7753)""","=""1s.2p""","=""1P*""","=""1""","=""1s.8d""","=""1D""","=""2""",,
C,5,"=""158.386""","=""1.748e+09""","=""1.972e-02""",AA,"=""(304.387768)""","=""(382.66757)""","=""1s.2s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,
C,5,"=""158.482""","=""1.504e+09""","=""5.663e-03""",AA,"=""(304.4034097)""","=""(382.6359)""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",,
C,5,"=""158.485""","=""2.005e+09""","=""2.265e-02""",AA,"=""(304.4049606)""","=""(382.6359)""","=""1s.2p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",,
C,5,"=""158.516""","=""1.002e+08""","=""2.265e-04""",AA,"=""(304.4202464)""","=""(382.6359)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",,
C,5,"=""160.507""","=""1.84e+09""","=""1.18e-02""",A,"=""(307.9024628)""","=""(385.1480)""","=""1s.2p""","=""1P*""","=""1""","=""1s.7d""","=""1D""","=""2""",,
C,5,"=""167.226""","=""3.001e+09""","=""3.774e-02""",AA,"=""(304.387768)""","=""(378.52935)""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,
C,5,"=""167.385""","=""4.921e+09""","=""3.445e-02""",AA,"=""(304.4034097)""","=""(378.4748)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",,
C,5,"=""167.385""","=""2.734e+09""","=""1.148e-02""",AA,"=""(304.4034097)""","=""(378.4748)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",,
C,5,"=""167.388""","=""3.645e+09""","=""4.593e-02""",AA,"=""(304.4049606)""","=""(378.4748)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",,
C,5,"=""167.422""","=""6.557e+09""","=""3.858e-02""",AA,"=""(304.4202464)""","=""(378.4749)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",,
C,5,"=""167.423""","=""1.639e+09""","=""6.887e-03""",AA,"=""(304.4202464)""","=""(378.4748)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",,
C,5,"=""167.423""","=""1.822e+08""","=""4.594e-04""",AA,"=""(304.4202464)""","=""(378.4748)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",,
C,5,"=""168.416""","=""4.234e+08""","=""1.800e-03""",AA,"=""(304.4034097)""","=""(378.0211)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5s""","=""3S""","=""1""",,
C,5,"=""168.420""","=""1.411e+08""","=""1.800e-03""",AA,"=""(304.4049606)""","=""(378.0211)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5s""","=""3S""","=""1""",,
C,5,"=""168.455""","=""7.051e+08""","=""1.800e-03""",AA,"=""(304.4202464)""","=""(378.0211)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5s""","=""3S""","=""1""",,
C,5,"=""175.663""","=""5.579e+09""","=""4.301e-02""",AA,"=""(307.9024628)""","=""(378.4834)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5d""","=""1D""","=""2""",,
C,6,"=""182.0883106""","=""6.9946e+10""","=""6.9537e-01""",AA,"=""(367.47407361)""","=""(435.564220644)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",,
C,6,"=""182.0968809""","=""2.9103e+10""","=""2.8936e-01""",AA,"=""(367.47730732)""","=""(435.56424974)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,
C,6,"=""182.1323248""","=""2.7335e+09""","=""1.3594e-02""",AA,"=""(367.47407361)""","=""(435.54776594)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",,
C,6,"=""182.1435597""","=""2.9154e+10""","=""1.4501e-01""",AA,"=""(367.47730732)""","=""(435.54680078)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,
C,6,"=""182.2303629""","=""8.3861e+10""","=""6.2626e-01""",AA,"=""(367.53296255)""","=""(435.570031917)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",,
C,6,"=""182.2459292""","=""1.3976e+10""","=""6.9593e-02""",AA,"=""(367.53296255)""","=""(435.564220644)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",,
C,6,"=""182.2900196""","=""5.4887e+09""","=""1.3672e-02""",AA,"=""(367.53296255)""","=""(435.54776594)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",,
C,5,"=""186.350""","=""5.768e+09""","=""9.008e-02""",AA,"=""(304.387768)""","=""(370.92071)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,
C,5,"=""186.740""","=""1.413e+10""","=""1.034e-01""",AA,"=""(304.4202464)""","=""(370.8143)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",,
C,5,"=""189.259""","=""8.661e+08""","=""4.651e-03""",AA,"=""(304.4034097)""","=""(369.9139)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",,
C,5,"=""189.263""","=""2.887e+08""","=""4.651e-03""",AA,"=""(304.4049606)""","=""(369.9139)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",,
C,5,"=""189.307""","=""1.442e+09""","=""4.648e-03""",AA,"=""(304.4202464)""","=""(369.9139)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",,
C,5,"=""197.029""","=""1.232e+10""","=""1.195e-01""",AA,"=""(307.9024628)""","=""(370.8295)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4d""","=""1D""","=""2""",,
C,4,"=""200.676""","=""2.11e+08""","=""2.55e-03""",B,"=""0.00000""","=""[61.78327]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""3/2""",,
C,4,"=""200.676""","=""2.11e+08""","=""1.27e-03""",B,"=""0.00000""","=""[61.78314]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""1/2""",,
C,4,"=""203.054""","=""3.07e+08""","=""3.80e-03""",B,"=""0.00000""","=""[61.05965]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",,
C,4,"=""203.055""","=""3.07e+08""","=""1.90e-03""",B,"=""0.00000""","=""[61.05945]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",,
C,4,"=""206.633""","=""4.55e+08""","=""5.83e-03""",B,"=""0.00000""","=""[60.00225]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,
C,4,"=""206.634""","=""4.55e+08""","=""2.91e-03""",B,"=""0.00000""","=""[60.00195]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,
C,4,"=""212.414""","=""7.15e+08""","=""9.67e-03""",B,"=""0.00000""","=""58.36914""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,
C,4,"=""212.416""","=""7.15e+08""","=""4.84e-03""",B,"=""0.00000""","=""58.36866""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,
C,4,"=""222.785""","=""1.21e+09""","=""1.80e-02""",B,"=""0.00000""","=""55.65191""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",,
C,4,"=""222.789""","=""1.21e+09""","=""9.00e-03""",B,"=""0.00000""","=""55.65103""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",,
C,5,"=""227.184""","=""1.363e+10""","=""1.758e-01""",AA,"=""(298.962205)""","=""(353.53653)""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""2""",,
C,5,"=""227.204""","=""1.363e+10""","=""3.516e-02""",AA,"=""(298.962205)""","=""(353.53173)""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""0""",,
C,5,"=""227.205""","=""1.363e+10""","=""1.055e-01""",AA,"=""(298.962205)""","=""(353.53156)""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""1""",,
C,4,"=""230.812""","=""3.90e+07""","=""3.11e-04""",B,"=""7.99500""","=""[61.71149]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9s""","=""2S""","=""1/2""",,
C,4,"=""230.870""","=""7.80e+07""","=""3.12e-04""",B,"=""8.00835""","=""[61.71149]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9s""","=""2S""","=""1/2""",,
C,4,"=""234.101""","=""1.61e+09""","=""1.32e-02""",B,"=""7.99500""","=""[60.95693]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",,
C,4,"=""234.160""","=""3.22e+09""","=""1.32e-02""",B,"=""8.00835""","=""[60.95693]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",,
C,4,"=""239.107""","=""8.66e+07""","=""7.42e-04""",B,"=""7.99500""","=""59.84792""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",,
C,4,"=""239.169""","=""1.73e+08""","=""7.42e-04""",B,"=""8.00835""","=""59.84792""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",,
C,4,"=""244.903""","=""2.27e+09""","=""4.08e-02""",B+,"=""0.00000""","=""50.62575""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""3/2""",,
C,4,"=""244.911""","=""2.27e+09""","=""2.04e-02""",B+,"=""0.00000""","=""50.62412""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""1/2""",,
C,4,"=""245.769""","=""1.25e+09""","=""2.26e-02""",B+,"=""7.99500""","=""58.44247""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",,
C,4,"=""245.833""","=""1.50e+09""","=""2.04e-02""",B+,"=""8.00835""","=""58.44262""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",,
C,4,"=""245.834""","=""2.50e+08""","=""2.27e-03""",B+,"=""8.00835""","=""58.44247""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",,
C,5,"=""247.319""","=""1.278e+10""","=""3.516e-01""",AA,"=""(304.387768)""","=""(354.51908)""","=""1s.2s""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",,
C,4,"=""247.341""","=""1.43e+08""","=""1.31e-03""",B,"=""7.99500""","=""58.12181""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",,
C,4,"=""247.407""","=""2.85e+08""","=""1.31e-03""",B,"=""8.00835""","=""58.12181""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",,
C,5,"=""248.667""","=""1.771e+10""","=""1.642e-01""",AA,"=""(304.4034097)""","=""(354.26298)""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""1""",,
C,5,"=""248.666""","=""3.187e+10""","=""4.924e-01""",AA,"=""(304.4034097)""","=""(354.26309)""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""2""",,
C,5,"=""248.675""","=""2.361e+10""","=""6.566e-01""",AA,"=""(304.4049606)""","=""(354.26298)""","=""1s.2p""","=""3P*""","=""0""","=""1s.3d""","=""3D""","=""1""",,
C,5,"=""248.743""","=""4.246e+10""","=""5.514e-01""",AA,"=""(304.4202464)""","=""(354.26450)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""3""",,
C,5,"=""248.750""","=""1.061e+10""","=""9.842e-02""",AA,"=""(304.4202464)""","=""(354.26309)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""2""",,
C,5,"=""248.751""","=""1.179e+09""","=""6.562e-03""",AA,"=""(304.4202464)""","=""(354.26298)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""1""",,
C,4,"=""259.468""","=""2.28e+09""","=""4.60e-02""",A,"=""7.99500""","=""55.77903""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",,
C,4,"=""259.539""","=""2.73e+09""","=""4.14e-02""",A,"=""8.00835""","=""55.77924""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",,
C,4,"=""259.540""","=""4.55e+08""","=""4.59e-03""",A,"=""8.00835""","=""55.77903""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",,
