element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
He,2,"=""234.347160426""","=""3.1586e+08""","=""5.2012e-03""",AA,"=""0.0000000000""","=""(52.90620897983)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,
He,2,"=""234.347279561""","=""3.1583e+08""","=""2.6003e-03""",AA,"=""0.0000000000""","=""(52.90618208394)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,
He,2,"=""237.330663920""","=""5.5036e+08""","=""9.2948e-03""",AA,"=""0.0000000000""","=""(52.241120631161)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,
He,2,"=""237.330875061""","=""5.5033e+08""","=""4.6472e-03""",AA,"=""0.0000000000""","=""(52.24107415495)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,
He,2,"=""243.026444338""","=""1.0917e+09""","=""1.9332e-02""",AA,"=""0.0000000000""","=""(51.01675201265)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,
He,2,"=""243.026876757""","=""1.0917e+09""","=""9.6662e-03""",AA,"=""0.0000000000""","=""(51.01666123838)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,
He,2,"=""256.316562565""","=""2.6778e+09""","=""5.2749e-02""",AA,"=""0.0000000000""","=""(48.37151262966)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,
He,2,"=""256.317702737""","=""2.6777e+09""","=""2.6374e-02""",AA,"=""0.0000000000""","=""(48.37129745992)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,
He,2,"=""303.780409484""","=""1.0029e+10""","=""2.7751e-01""",AA,"=""0.0000000000""","=""(40.81375709639)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",,
He,2,"=""303.785814724""","=""1.0030e+10""","=""1.3878e-01""",AA,"=""0.0000000000""","=""(40.8130309000)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",,
He,1,"=""507.058027""","=""1.5929e+07""","=""1.8420e-03""",AAA,"=""[0.00000000]""","=""[24.451678459372]""","=""1s2""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",,
He,1,"=""507.718102""","=""2.1826e+07""","=""2.5304e-03""",AAA,"=""[0.00000000]""","=""[24.419889314325]""","=""1s2""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",,
He,1,"=""508.643383""","=""3.1031e+07""","=""3.6108e-03""",AAA,"=""[0.00000000]""","=""[24.375466697350]""","=""1s2""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",,
He,1,"=""509.998300""","=""4.6224e+07""","=""5.4073e-03""",AAA,"=""[0.00000000]""","=""[24.31070817873]""","=""1s2""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",,
He,1,"=""510.132995""","=""1.07e-02""","=""2.09e-12""",C,"=""[0.00000000]""","=""[24.30428920147]""","=""1s2""","=""1S""","=""0""","=""1s.7p""","=""3P*""","=""2""",M2,
He,1,"=""512.098570""","=""7.3174e+07""","=""8.6306e-03""",AAA,"=""[0.00000000]""","=""[24.21100267716]""","=""1s2""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,
He,1,"=""512.135649""","=""2.6480e+02""","=""5.2061e-08""",AAA,"=""[0.00000000]""","=""[24.209249793955]""","=""1s2""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",E2,
He,1,"=""512.314135""","=""1.53e-02""","=""3.01e-12""",C,"=""[0.00000000]""","=""[24.20081545451]""","=""1s2""","=""1S""","=""0""","=""1s.6p""","=""3P*""","=""2""",M2,
He,1,"=""515.616849""","=""1.2582e+08""","=""1.5045e-02""",AAA,"=""[0.00000000]""","=""[24.04580040653]""","=""1s2""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,
He,1,"=""515.681122""","=""4.3136e+02""","=""8.5986e-08""",AAA,"=""[0.00000000]""","=""[24.042803412125]""","=""1s2""","=""1S""","=""0""","=""1s.5d""","=""1D""","=""2""",E2,
He,1,"=""515.993995""","=""2.64e-02""","=""5.27e-12""",C,"=""[0.00000000]""","=""[24.0282250640]""","=""1s2""","=""1S""","=""0""","=""1s.5p""","=""3P*""","=""2""",M2,
He,1,"=""522.213093""","=""2.4356e+08""","=""2.9873e-02""",AAA,"=""[0.00000000]""","=""[23.74207006880]""","=""1s2""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,
He,1,"=""522.339267""","=""7.4848e+02""","=""1.5308e-07""",AAA,"=""[0.00000000]""","=""[23.73633503536]""","=""1s2""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",E2,
He,1,"=""522.965949""","=""5.2e-02""","=""1.1e-11""",C,"=""[0.00000000]""","=""[23.7078912279]""","=""1s2""","=""1S""","=""0""","=""1s.4p""","=""3P*""","=""2""",M2,
He,1,"=""537.029926""","=""5.6634e+08""","=""7.3460e-02""",AAA,"=""[0.00000000]""","=""[23.08701852960]""","=""1s2""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",,
He,1,"=""537.331180""","=""1.299e+03""","=""2.811e-07""",AA,"=""[0.00000000]""","=""[23.07407479777]""","=""1s2""","=""1S""","=""0""","=""1s.3d""","=""1D""","=""2""",E2,
He,1,"=""538.896007""","=""1.21e-01""","=""2.63e-11""",C,"=""[0.00000000]""","=""[23.00707314571]""","=""1s2""","=""1S""","=""0""","=""1s.3p""","=""3P*""","=""2""",M2,
He,1,"=""584.334366""","=""1.7989e+09""","=""2.7625e-01""",AAA,"=""[0.00000000]""","=""[21.2180227112]""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""1P*""","=""1""",,
He,1,"=""591.412080""","=""1.764e+02""","=""2.775e-08""",AA,"=""[0.00000000]""","=""[20.96409636464]""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""3P*""","=""1""",,
He,1,"=""591.412348""","=""3.27e-01""","=""8.57e-11""",A,"=""[0.00000000]""","=""[20.96408688908]""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""3P*""","=""2""",M2,
He,1,"=""625.563117""","=""1.272e-04""","=""2.239e-14""",AA,"=""[0.00000000]""","=""[19.819614525]""","=""1s2""","=""1S""","=""0""","=""1s.2s""","=""3S""","=""1""",M1,
He,2,"=""1025.24082655""","=""6.8658e+07""","=""2.1639e-02""",AA,"=""(40.8130309000)""","=""(52.9062089342)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",,
He,2,"=""1025.24291882""","=""3.9232e+06""","=""6.1823e-04""",AA,"=""(40.8130309000)""","=""(52.90618425490)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,
He,2,"=""1025.24574585""","=""4.5764e+07""","=""1.4423e-02""",AA,"=""(40.8130889708)""","=""(52.90620897983)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,
He,2,"=""1025.24802607""","=""4.5768e+07""","=""7.2123e-03""",AA,"=""(40.8130889708)""","=""(52.90618208394)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,
He,2,"=""1025.30163594""","=""8.2376e+07""","=""1.9474e-02""",AA,"=""(40.81375709639)""","=""(52.9062178988)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",,
He,2,"=""1025.30239605""","=""1.3729e+07""","=""2.1637e-03""",AA,"=""(40.81375709639)""","=""(52.9062089342)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",,
He,2,"=""1025.30448857""","=""7.8495e+06""","=""6.1855e-04""",AA,"=""(40.81375709639)""","=""(52.90618425490)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",,
He,2,"=""1084.90747093""","=""1.2577e+08""","=""4.4388e-02""",AA,"=""(40.8130309000)""","=""(52.2411205533)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",,
He,2,"=""1084.91151976""","=""6.8782e+06""","=""1.2137e-03""",AA,"=""(40.8130309000)""","=""(52.2410779043)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",,
He,2,"=""1084.91297643""","=""7.9227e+07""","=""2.7961e-02""",AA,"=""(40.8130889708)""","=""(52.241120631161)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,
He,2,"=""1084.91738863""","=""7.9234e+07""","=""1.3982e-02""",AA,"=""(40.8130889708)""","=""(52.24107415495)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,
He,2,"=""1084.97494482""","=""1.5091e+08""","=""3.9949e-02""",AA,"=""(40.81375709639)""","=""(52.2411360441)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",,
He,2,"=""1084.97641561""","=""2.5150e+07""","=""4.4385e-03""",AA,"=""(40.81375709639)""","=""(52.2411205533)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",,
He,2,"=""1084.98046495""","=""1.3762e+07""","=""1.2144e-03""",AA,"=""(40.81375709639)""","=""(52.2410779043)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,
He,2,"=""1215.08809287""","=""2.7523e+08""","=""1.2184e-01""",AA,"=""(40.8130309000)""","=""(51.0167518615)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,
He,2,"=""1215.09499015""","=""1.5479e+08""","=""6.8525e-02""",AA,"=""(40.8130889708)""","=""(51.01675201265)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,
He,2,"=""1215.09801355""","=""1.3762e+07""","=""3.0462e-03""",AA,"=""(40.8130309000)""","=""(51.01666855319)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",,
He,2,"=""1215.10580003""","=""1.5481e+08""","=""3.4268e-02""",AA,"=""(40.8130889708)""","=""(51.01666123838)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,
He,2,"=""1215.17097314""","=""3.3023e+08""","=""1.0966e-01""",AA,"=""(40.81375709639)""","=""(51.0167821170)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",,
He,2,"=""1215.17457655""","=""5.5036e+07""","=""1.2184e-02""",AA,"=""(40.81375709639)""","=""(51.0167518615)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",,
He,2,"=""1215.18449864""","=""2.7534e+07""","=""3.0477e-03""",AA,"=""(40.81375709639)""","=""(51.01666855319)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",,
He,2,"=""1640.33212853""","=""8.6268e+08""","=""6.9598e-01""",AA,"=""(40.8130309000)""","=""(48.371512275660)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",,
He,2,"=""1640.34465424""","=""3.5939e+08""","=""2.8995e-01""",AA,"=""(40.8130889708)""","=""(48.37151262966)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,
He,2,"=""1640.3749939""","=""3.3700e+07""","=""1.3595e-02""",AA,"=""(40.8130309000)""","=""(48.3713147616)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",,
He,2,"=""1640.39135215""","=""3.5946e+08""","=""1.4501e-01""",AA,"=""(40.8130889708)""","=""(48.37129745992)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,
He,2,"=""1640.47417525""","=""1.0351e+09""","=""6.2642e-01""",AA,"=""(40.81375709639)""","=""(48.371583992058)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",,
He,2,"=""1640.48974189""","=""1.7252e+08""","=""6.9605e-02""",AA,"=""(40.81375709639)""","=""(48.371512275660)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",,
He,2,"=""1640.5326155""","=""6.7430e+07""","=""1.3603e-02""",AA,"=""(40.81375709639)""","=""(48.3713147616)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",,
He,1,"=""2677.92354327""","=""4.4174e+05""","=""1.5831e-04""",AAA,"=""[19.819614525]""","=""[24.44947779185]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",,
He,1,"=""2677.92402470""","=""4.4174e+05""","=""4.7492e-04""",AAA,"=""[19.819614525]""","=""[24.44947695951]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",,
He,1,"=""2677.92406386""","=""4.4174e+05""","=""7.9153e-04""",AAA,"=""[19.819614525]""","=""[24.44947689179]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",,
He,1,"=""2696.91766664""","=""6.0234e+05""","=""2.1893e-04""",AAA,"=""[19.819614525]""","=""[24.41687012452]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",,
He,1,"=""2696.91833856""","=""6.0234e+05""","=""6.5680e-04""",AAA,"=""[19.819614525]""","=""[24.41686897915]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",,
He,1,"=""2696.91839324""","=""6.0234e+05""","=""1.0947e-03""",AAA,"=""[19.819614525]""","=""[24.41686888593]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",,
He,1,"=""2723.99761125""","=""8.4996e+05""","=""3.1517e-04""",AAA,"=""[19.819614525]""","=""[24.37116765163]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",,
He,1,"=""2723.99859130""","=""8.4996e+05""","=""9.4552e-04""",AAA,"=""[19.819614525]""","=""[24.37116601407]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""1""",,
He,1,"=""2723.99867107""","=""8.4996e+05""","=""1.5759e-03""",AAA,"=""[19.819614525]""","=""[24.37116588077]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""2""",,
He,2,"=""2733.9937976""","=""2.5056e+07""","=""5.6155e-02""",AA,"=""(48.37129745992)""","=""(52.9062089342)""","=""3p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",,
He,2,"=""2734.0042009""","=""1.5291e+07""","=""3.4271e-02""",AA,"=""(48.3713147616)""","=""(52.90620897983)""","=""3s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,
He,2,"=""2734.00867626""","=""2.7070e+06""","=""3.0336e-03""",AA,"=""(48.37129745992)""","=""(52.90618425490)""","=""3p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,
He,2,"=""2734.0204160""","=""1.5293e+07""","=""1.7138e-02""",AA,"=""(48.3713147616)""","=""(52.90618208394)""","=""3s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,
He,2,"=""2734.11791599""","=""3.2071e+07""","=""5.3913e-02""",AA,"=""(48.371512275660)""","=""(52.9062178825)""","=""3d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",,
He,2,"=""2734.1181196""","=""3.0065e+07""","=""5.0542e-02""",AA,"=""(48.37151262966)""","=""(52.9062178988)""","=""3p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",,
He,2,"=""2734.12328368""","=""1.2527e+05""","=""1.4040e-04""",AA,"=""(48.371512275660)""","=""(52.90620897983)""","=""3d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",,
He,2,"=""2734.1235247""","=""5.0109e+06""","=""5.6157e-03""",AA,"=""(48.37151262966)""","=""(52.9062089342)""","=""3p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",,
He,2,"=""2734.13840471""","=""5.4160e+06""","=""3.0349e-03""",AA,"=""(48.37151262966)""","=""(52.90618425490)""","=""3p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",,
He,2,"=""2734.13950023""","=""1.2535e+06""","=""7.0244e-04""",AA,"=""(48.371512275660)""","=""(52.90618208394)""","=""3d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",,
He,2,"=""2734.15845425""","=""3.4360e+07""","=""5.1345e-02""",AA,"=""(48.371583992058)""","=""(52.9062223646)""","=""3d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",,
He,2,"=""2734.16115677""","=""2.2905e+06""","=""2.5671e-03""",AA,"=""(48.371583992058)""","=""(52.9062178825)""","=""3d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",,
He,2,"=""2734.16652463""","=""1.1277e+06""","=""8.4258e-04""",AA,"=""(48.371583992058)""","=""(52.90620897983)""","=""3d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",,
He,1,"=""2764.61803599""","=""1.2508e+06""","=""4.7774e-04""",AAA,"=""[19.819614525]""","=""[24.30429185947]""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""0""",,
He,1,"=""2764.61955113""","=""1.2508e+06""","=""1.4332e-03""",AAA,"=""[19.819614525]""","=""[24.30428940164]""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""1""",,
He,1,"=""2764.61967453""","=""1.2508e+06""","=""2.3887e-03""",AAA,"=""[19.819614525]""","=""[24.30428920147]""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""2""",,
He,1,"=""2829.91079543""","=""1.9389e+06""","=""7.7595e-04""",AAA,"=""[19.819614525]""","=""[24.20081970804]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",,
He,1,"=""2829.91333588""","=""1.9389e+06""","=""2.3279e-03""",AAA,"=""[19.819614525]""","=""[24.20081577498]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",,
He,1,"=""2829.91354288""","=""1.9389e+06""","=""3.8798e-03""",AAA,"=""[19.819614525]""","=""[24.20081545451]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",,
He,1,"=""2945.9599140""","=""3.2006e+06""","=""1.3881e-03""",AAA,"=""[19.819614525]""","=""[24.0282324989]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",,
He,1,"=""2945.9647260""","=""3.2006e+06""","=""4.1643e-03""",AAA,"=""[19.819614525]""","=""[24.0282256244]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",,
He,1,"=""2945.9651183""","=""3.2006e+06""","=""6.9405e-03""",AAA,"=""[19.819614525]""","=""[24.0282250640]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",,
He,1,"=""3188.6549283""","=""5.6361e+06""","=""2.8637e-03""",AAA,"=""[19.819614525]""","=""[23.7079060221]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",,
He,1,"=""3188.6661458""","=""5.6361e+06""","=""8.5912e-03""",AAA,"=""[19.819614525]""","=""[23.7078923433]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",,
He,1,"=""3188.6670605""","=""5.6361e+06""","=""1.4319e-02""",AAA,"=""[19.819614525]""","=""[23.7078912279]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",,
He,2,"=""3203.8725141""","=""4.5253e+07""","=""1.3928e-01""",AA,"=""(48.37129745992)""","=""(52.2411205533)""","=""3p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",,
He,2,"=""3203.8867740""","=""2.6220e+07""","=""8.0700e-02""",AA,"=""(48.3713147616)""","=""(52.241120631161)""","=""3s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,
He,2,"=""3203.9078241""","=""4.8288e+06""","=""7.4312e-03""",AA,"=""(48.37129745992)""","=""(52.2410779043)""","=""3p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",,
He,2,"=""3203.9252530""","=""2.6224e+07""","=""4.0357e-02""",AA,"=""(48.3713147616)""","=""(52.24107415495)""","=""3s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,
He,2,"=""3204.0375694""","=""6.7879e+07""","=""1.5670e-01""",AA,"=""(48.371512275660)""","=""(52.2411360160)""","=""3d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",,
He,2,"=""3204.0378392""","=""5.4301e+07""","=""1.2536e-01""",AA,"=""(48.37151262966)""","=""(52.2411360441)""","=""3p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",,
He,2,"=""3204.050308009""","=""2.3944e+05""","=""3.6851e-04""",AA,"=""(48.371512275660)""","=""(52.241120631161)""","=""3d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""3/2""",,
He,2,"=""3204.0506656""","=""9.0502e+06""","=""1.3929e-02""",AA,"=""(48.37151262966)""","=""(52.2411205533)""","=""3p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",,
He,2,"=""3204.0859795""","=""9.6612e+06""","=""7.4347e-03""",AA,"=""(48.37151262966)""","=""(52.2410779043)""","=""3p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,
He,2,"=""3204.08879095""","=""2.3958e+06""","=""1.8437e-03""",AA,"=""(48.371512275660)""","=""(52.24107415495)""","=""3d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",,
He,2,"=""3204.0905382""","=""7.2724e+07""","=""1.4924e-01""",AA,"=""(48.371583992058)""","=""(52.2411437612)""","=""3d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",,
He,2,"=""3204.0969514""","=""4.8481e+06""","=""7.4618e-03""",AA,"=""(48.371583992058)""","=""(52.2411360160)""","=""3d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",,
He,2,"=""3204.109690558""","=""2.1553e+06""","=""2.2115e-03""",AA,"=""(48.371583992058)""","=""(52.241120631161)""","=""3d""","=""2D""","=""5/2""","=""5p""","=""2P*""","=""3/2""",,
He,1,"=""3232.2031567""","=""5.1015e+05""","=""2.3970e-03""",AAA,"=""[20.615774823]""","=""[24.451678459372]""","=""1s.2s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",,
He,1,"=""3259.2131153""","=""6.9627e+05""","=""3.3265e-03""",AAA,"=""[20.615774823]""","=""[24.419889314325]""","=""1s.2s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",,
He,1,"=""3297.7223285""","=""9.8432e+05""","=""4.8144e-03""",AAA,"=""[20.615774823]""","=""[24.375466697350]""","=""1s.2s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",,
He,1,"=""3355.5192066""","=""1.4537e+06""","=""7.3616e-03""",AAA,"=""[20.615774823]""","=""[24.31070817873]""","=""1s.2s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",,
He,1,"=""3448.5769318""","=""2.2691e+06""","=""1.2137e-02""",AAA,"=""[20.615774823]""","=""[24.21100267716]""","=""1s.2s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,
He,1,"=""3450.2591343""","=""3.9163e+00""","=""3.4947e-08""",AAA,"=""[20.615774823]""","=""[24.209249793955]""","=""1s.2s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",E2,
He,1,"=""3555.4214789""","=""3.6386e+04""","=""4.1374e-05""",AAA,"=""[20.96408688908]""","=""[24.451273968544]""","=""1s.2p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""1""",,
He,1,"=""3555.4216279""","=""3.2745e+05""","=""6.2056e-04""",AAA,"=""[20.96408688908]""","=""[24.451273822448]""","=""1s.2p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""2""",,
He,1,"=""3555.4216385""","=""1.3099e+05""","=""3.4754e-04""",AAA,"=""[20.96408688908]""","=""[24.451273812052]""","=""1s.2p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""3""",,
He,1,"=""3555.4311399""","=""5.4579e+05""","=""1.0343e-03""",AAA,"=""[20.96409636464]""","=""[24.451273968544]""","=""1s.2p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""1""",,
He,1,"=""3555.4312889""","=""9.8235e+05""","=""3.1028e-03""",AAA,"=""[20.96409636464]""","=""[24.451273822448]""","=""1s.2p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""2""",,
He,1,"=""3555.5560276""","=""7.2772e+05""","=""4.1377e-03""",AAA,"=""[20.96421885051]""","=""[24.451273968544]""","=""1s.2p""","=""3P*""","=""0""","=""1s.10d""","=""3D""","=""1""",,
He,1,"=""3563.9866184""","=""2.6868e+05""","=""3.0698e-04""",AAA,"=""[20.96408688908]""","=""[24.44289339729]""","=""1s.2p""","=""3P*""","=""2""","=""1s.10s""","=""3S""","=""1""",,
He,1,"=""3563.9963260""","=""1.6121e+05""","=""3.0699e-04""",AAA,"=""[20.96409636464]""","=""[24.44289339729]""","=""1s.2p""","=""3P*""","=""1""","=""1s.10s""","=""3S""","=""1""",,
He,1,"=""3564.1218161""","=""5.3735e+04""","=""3.0700e-04""",AAA,"=""[20.96421885051]""","=""[24.44289339729]""","=""1s.2p""","=""3P*""","=""0""","=""1s.10s""","=""3S""","=""1""",,
He,1,"=""3588.2856013""","=""5.0298e+04""","=""5.8255e-05""",AAA,"=""[20.96408688908]""","=""[24.419335779720]""","=""1s.2p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""1""",,
He,1,"=""3588.2858095""","=""4.5265e+05""","=""8.7376e-04""",AAA,"=""[20.96408688908]""","=""[24.419335579246]""","=""1s.2p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""3588.2858243""","=""1.8107e+06""","=""4.8933e-03""",AAA,"=""[20.96408688908]""","=""[24.419335565023]""","=""1s.2p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""3588.2954418""","=""7.5448e+05""","=""1.4564e-03""",AAA,"=""[20.96409636464]""","=""[24.419335779720]""","=""1s.2p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""1""",,
He,1,"=""3588.2956500""","=""1.3580e+06""","=""4.3690e-03""",AAA,"=""[20.96409636464]""","=""[24.419335579246]""","=""1s.2p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""3588.4226489""","=""1.0060e+06""","=""5.8262e-03""",AAA,"=""[20.96421885051]""","=""[24.419335779720]""","=""1s.2p""","=""3P*""","=""0""","=""1s.9d""","=""3D""","=""1""",,
He,1,"=""3600.3314118""","=""3.7358e+05""","=""4.3559e-04""",AAA,"=""[20.96408688908]""","=""[24.40777537914]""","=""1s.2p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",,
He,1,"=""3600.3413184""","=""2.2415e+05""","=""4.3559e-04""",AAA,"=""[20.96409636464]""","=""[24.40777537914]""","=""1s.2p""","=""3P*""","=""1""","=""1s.9s""","=""3S""","=""1""",,
He,1,"=""3600.4693811""","=""7.4716e+04""","=""4.3562e-04""",AAA,"=""[20.96421885051]""","=""[24.40777537914]""","=""1s.2p""","=""3P*""","=""0""","=""1s.9s""","=""3S""","=""1""",,
He,1,"=""3614.6727015""","=""3.8022e+06""","=""2.2343e-02""",AAA,"=""[20.615774823]""","=""[24.04580040653]""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,
