element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
He,1,"=""59045.5658679""","=""1.3475e+05""","=""9.0553e-02""",AAA,"=""[24.2094557657828]""","=""[24.41943630642235]""","=""1s.6f""","=""1F*""","=""3""","=""1s.9g""","=""1G""","=""4""",,
He,1,"=""59045.5760478""","=""3.125e+03""","=""1.633e-03""",AA,"=""[24.2094557657828]""","=""[24.4194362702203]""","=""1s.6f""","=""1F*""","=""3""","=""1s.9g""","=""3G""","=""3""",,
He,1,"=""59045.6076228""","=""7.714e+03""","=""5.184e-03""",AA,"=""[24.2094557657828]""","=""[24.4194361579319]""","=""1s.6f""","=""1F*""","=""3""","=""1s.9g""","=""3G""","=""4""",,
He,1,"=""59054.95539056""","=""5.097e+00""","=""3.257e-06""",AA,"=""[24.2094918821374]""","=""[24.41943903663648]""","=""1s.6g""","=""3G""","=""4""","=""1s.9h""","=""1H*""","=""5""",,
He,1,"=""59054.96269859""","=""3.6992e+03""","=""1.9341e-03""",AAA,"=""[24.2094918821374]""","=""[24.41943901065559]""","=""1s.6g""","=""3G""","=""4""","=""1s.9h""","=""3H*""","=""4""",,
He,1,"=""59054.98328137""","=""1.2171e+05""","=""7.7776e-02""",AAA,"=""[24.2094918821374]""","=""[24.41943893748148]""","=""1s.6g""","=""3G""","=""4""","=""1s.9h""","=""3H*""","=""5""",,
He,1,"=""59055.01125511""","=""2.824e+03""","=""1.477e-03""",AA,"=""[24.2094920807421]""","=""[24.41943903663648]""","=""1s.6g""","=""3G""","=""5""","=""1s.9h""","=""1H*""","=""5""",,
He,1,"=""59055.01856316""","=""7.1930e+01""","=""3.0770e-05""",AAA,"=""[24.2094920807421]""","=""[24.41943901065559]""","=""1s.6g""","=""3G""","=""5""","=""1s.9h""","=""3H*""","=""4""",,
He,1,"=""59055.02835615""","=""1.4566e+05""","=""9.0004e-02""",AAA,"=""[24.2094920807421]""","=""[24.41943897584046]""","=""1s.6g""","=""3G""","=""5""","=""1s.9h""","=""3H*""","=""6""",,
He,1,"=""59055.03914598""","=""2.5617e+03""","=""1.3394e-03""",AAA,"=""[24.2094920807421]""","=""[24.41943893748148]""","=""1s.6g""","=""3G""","=""5""","=""1s.9h""","=""3H*""","=""5""",,
He,1,"=""59055.06939487""","=""1.3847e+05""","=""9.3083e-02""",AAA,"=""[24.2094922614541]""","=""[24.41943901065559]""","=""1s.6g""","=""3G""","=""3""","=""1s.9h""","=""3H*""","=""4""",,
He,1,"=""59055.09635397""","=""1.4283e+05""","=""9.1273e-02""",AAA,"=""[24.2094923832773]""","=""[24.41943903663648]""","=""1s.6g""","=""1G""","=""4""","=""1s.9h""","=""1H*""","=""5""",,
He,1,"=""59055.10366203""","=""3.422e+03""","=""1.789e-03""",AA,"=""[24.2094923832773]""","=""[24.41943901065559]""","=""1s.6g""","=""1G""","=""4""","=""1s.9h""","=""3H*""","=""4""",,
He,1,"=""59055.12424491""","=""2.969e+01""","=""1.897e-05""",AA,"=""[24.2094923832773]""","=""[24.41943893748148]""","=""1s.6g""","=""1G""","=""4""","=""1s.9h""","=""3H*""","=""5""",,
He,1,"=""59057.15304830""","=""2.089e+00""","=""1.291e-06""",AA,"=""[24.2095005571382]""","=""[24.41943989900212]""","=""1s.6h""","=""3H*""","=""5""","=""1s.9i""","=""1I""","=""6""",,
He,1,"=""59057.15852738""","=""1.6372e+03""","=""8.5606e-04""",AAA,"=""[24.2095005571382]""","=""[24.41943987952483]""","=""1s.6h""","=""3H*""","=""5""","=""1s.9i""","=""3I""","=""5""",,
He,1,"=""59057.17299215""","=""9.5406e+04""","=""5.8956e-02""",AAA,"=""[24.2095005571382]""","=""[24.41943982810474]""","=""1s.6h""","=""3H*""","=""5""","=""1s.9i""","=""3I""","=""6""",,
He,1,"=""59057.18946651""","=""1.310e+03""","=""6.848e-04""",AA,"=""[24.20950068659936]""","=""[24.41943989900212]""","=""1s.6h""","=""3H*""","=""6""","=""1s.9i""","=""1I""","=""6""",,
He,1,"=""59057.19494559""","=""2.2221e+01""","=""9.8314e-06""",AAA,"=""[24.20950068659936]""","=""[24.41943987952483]""","=""1s.6h""","=""3H*""","=""6""","=""1s.9i""","=""3I""","=""5""",,
He,1,"=""59057.20184193""","=""9.6793e+04""","=""5.8398e-02""",AAA,"=""[24.20950068659936]""","=""[24.41943985500943]""","=""1s.6h""","=""3H*""","=""6""","=""1s.9i""","=""3I""","=""7""",,
He,1,"=""59057.20941039""","=""1.3790e+03""","=""7.2105e-04""",AAA,"=""[24.20950068659936]""","=""[24.41943982810474]""","=""1s.6h""","=""3H*""","=""6""","=""1s.9i""","=""3I""","=""6""",,
He,1,"=""59057.22800120""","=""9.3593e+04""","=""5.9813e-02""",AAA,"=""[24.2095008041069]""","=""[24.41943987952483]""","=""1s.6h""","=""3H*""","=""4""","=""1s.9i""","=""3I""","=""5""",,
He,1,"=""59057.24718739""","=""9.5481e+04""","=""5.9003e-02""",AAA,"=""[24.20950089178800]""","=""[24.41943989900212]""","=""1s.6h""","=""1H*""","=""5""","=""1s.9i""","=""1I""","=""6""",,
He,1,"=""59057.25266649""","=""1.540e+03""","=""8.054e-04""",AA,"=""[24.20950089178800]""","=""[24.41943987952483]""","=""1s.6h""","=""1H*""","=""5""","=""1s.9i""","=""3I""","=""5""",,
He,1,"=""59057.26713131""","=""8.436e+00""","=""5.213e-06""",AA,"=""[24.20950089178800]""","=""[24.41943982810474]""","=""1s.6h""","=""1H*""","=""5""","=""1s.9i""","=""3I""","=""6""",,
He,1,"=""59058.18892404""","=""1.0975e+01""","=""5.7388e-06""",AAA,"=""[24.2095005571382]""","=""[24.41943621668346]""","=""1s.6h""","=""3H*""","=""5""","=""1s.9g""","=""3G""","=""5""",,
He,1,"=""59058.20545177""","=""6.3726e+02""","=""2.7264e-04""",AAA,"=""[24.2095005571382]""","=""[24.4194361579319]""","=""1s.6h""","=""3H*""","=""5""","=""1s.9g""","=""3G""","=""4""",,
He,1,"=""59058.22534353""","=""6.2931e+02""","=""2.7844e-04""",AAA,"=""[24.20950068659936]""","=""[24.41943621668346]""","=""1s.6h""","=""3H*""","=""6""","=""1s.9g""","=""3G""","=""5""",,
He,1,"=""59058.23315529""","=""1.249e+01""","=""6.532e-06""",AA,"=""[24.2095008041069]""","=""[24.41943630642235]""","=""1s.6h""","=""3H*""","=""4""","=""1s.9g""","=""1G""","=""4""",,
He,1,"=""59058.24333950""","=""6.5082e+02""","=""2.6469e-04""",AAA,"=""[24.2095008041069]""","=""[24.4194362702203]""","=""1s.6h""","=""3H*""","=""4""","=""1s.9g""","=""3G""","=""3""",,
He,1,"=""59058.25782141""","=""6.3818e+02""","=""2.7303e-04""",AAA,"=""[24.20950089178800]""","=""[24.41943630642235]""","=""1s.6h""","=""1H*""","=""5""","=""1s.9g""","=""1G""","=""4""",,
He,1,"=""59058.27492806""","=""1.3541e+01""","=""7.0806e-06""",AAA,"=""[24.2095008041069]""","=""[24.4194361579319]""","=""1s.6h""","=""3H*""","=""4""","=""1s.9g""","=""3G""","=""4""",,
He,1,"=""59058.28306644""","=""1.033e+01""","=""5.399e-06""",AA,"=""[24.20950089178800]""","=""[24.41943621668346]""","=""1s.6h""","=""1H*""","=""5""","=""1s.9g""","=""3G""","=""5""",,
He,1,"=""59058.92073620""","=""2.246e+02""","=""9.135e-05""",AA,"=""[24.2094918821374]""","=""[24.4194249403235]""","=""1s.6g""","=""3G""","=""4""","=""1s.9f""","=""1F*""","=""3""",,
He,1,"=""59058.98903283""","=""7.4123e+01""","=""3.8760e-05""",AAA,"=""[24.2094918821374]""","=""[24.4194246975540]""","=""1s.6g""","=""3G""","=""4""","=""1s.9f""","=""3F*""","=""4""",,
He,1,"=""59059.00342180""","=""2.6153e+03""","=""1.0637e-03""",AAA,"=""[24.2094918821374]""","=""[24.4194246464065]""","=""1s.6g""","=""3G""","=""4""","=""1s.9f""","=""3F*""","=""3""",,
He,1,"=""59059.02744678""","=""4.170e+01""","=""2.181e-05""",AA,"=""[24.2094922614541]""","=""[24.4194249403235]""","=""1s.6g""","=""3G""","=""3""","=""1s.9f""","=""1F*""","=""3""",,
He,1,"=""59059.04490501""","=""2.7904e+03""","=""1.1938e-03""",AAA,"=""[24.2094920807421]""","=""[24.4194246975540]""","=""1s.6g""","=""3G""","=""5""","=""1s.9f""","=""3F*""","=""4""",,
He,1,"=""59059.06171854""","=""2.6689e+03""","=""1.0855e-03""",AAA,"=""[24.2094923832773]""","=""[24.4194249403235]""","=""1s.6g""","=""1G""","=""4""","=""1s.9f""","=""1F*""","=""3""",,
He,1,"=""59059.06938517""","=""2.9353e+03""","=""1.0964e-03""",AAA,"=""[24.2094922614541]""","=""[24.4194247912483]""","=""1s.6g""","=""3G""","=""3""","=""1s.9f""","=""3F*""","=""2""",,
He,1,"=""59059.09574366""","=""2.2649e+00""","=""1.5227e-06""",AAA,"=""[24.2094922614541]""","=""[24.4194246975540]""","=""1s.6g""","=""3G""","=""3""","=""1s.9f""","=""3F*""","=""4""",,
He,1,"=""59059.11013268""","=""1.4176e+02""","=""7.4128e-05""",AAA,"=""[24.2094922614541]""","=""[24.4194246464065]""","=""1s.6g""","=""3G""","=""3""","=""1s.9f""","=""3F*""","=""3""",,
He,1,"=""59059.13001549""","=""6.857e+01""","=""3.585e-05""",AA,"=""[24.2094923832773]""","=""[24.4194246975540]""","=""1s.6g""","=""1G""","=""4""","=""1s.9f""","=""3F*""","=""4""",,
He,1,"=""59059.14440453""","=""1.782e+02""","=""7.247e-05""",AA,"=""[24.2094923832773]""","=""[24.4194246464065]""","=""1s.6g""","=""1G""","=""4""","=""1s.9f""","=""3F*""","=""3""",,
He,1,"=""59065.8894798""","=""2.190e+03""","=""8.182e-04""",AA,"=""[24.209454827529]""","=""[24.419363117280]""","=""1s.6f""","=""3F*""","=""3""","=""1s.9d""","=""1D""","=""2""",,
He,1,"=""59066.1534952""","=""6.2019e+03""","=""2.3170e-03""",AAA,"=""[24.2094557657828]""","=""[24.419363117280]""","=""1s.6f""","=""1F*""","=""3""","=""1s.9d""","=""1D""","=""2""",,
He,1,"=""59073.6393970""","=""5.5595e+03""","=""2.0776e-03""",AAA,"=""[24.209454827529]""","=""[24.419335579246]""","=""1s.6f""","=""3F*""","=""3""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""59073.6434002""","=""4.9083e+02""","=""2.5679e-04""",AAA,"=""[24.209454827529]""","=""[24.419335565023]""","=""1s.6f""","=""3F*""","=""3""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""59073.6993975""","=""7.7633e+03""","=""3.1590e-03""",AAA,"=""[24.2094550264796]""","=""[24.419335565023]""","=""1s.6f""","=""3F*""","=""4""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""59073.7280089""","=""8.4534e+03""","=""2.6536e-03""",AAA,"=""[24.209455342828]""","=""[24.419335779720]""","=""1s.6f""","=""3F*""","=""2""","=""1s.9d""","=""3D""","=""1""",,
He,1,"=""59073.7844350""","=""9.3919e+02""","=""4.9136e-04""",AAA,"=""[24.209455342828]""","=""[24.419335579246]""","=""1s.6f""","=""3F*""","=""2""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""59073.7884382""","=""1.9169e+01""","=""1.4040e-05""",AAA,"=""[24.209455342828]""","=""[24.419335565023]""","=""1s.6f""","=""3F*""","=""2""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""59073.9034817""","=""1.955e+03""","=""7.304e-04""",AA,"=""[24.2094557657828]""","=""[24.419335579246]""","=""1s.6f""","=""1F*""","=""3""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""59073.9074850""","=""1.801e+02""","=""9.421e-05""",AA,"=""[24.2094557657828]""","=""[24.419335565023]""","=""1s.6f""","=""1F*""","=""3""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""59504.67294""","=""8.4180e+04""","=""7.4476e-02""",AAA,"=""[24.21100267716]""","=""[24.419363117280]""","=""1s.6p""","=""1P*""","=""1""","=""1s.9d""","=""1D""","=""2""",,
He,1,"=""59512.53844""","=""6.359e+00""","=""5.627e-06""",AA,"=""[24.21100267716]""","=""[24.419335579246]""","=""1s.6p""","=""1P*""","=""1""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""59692.077089""","=""3.0467e+04""","=""5.4250e-03""",AAA,"=""[24.209163835045]""","=""[24.41687012452]""","=""1s.6d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""0""",,
He,1,"=""59692.211487""","=""2.2849e+04""","=""7.3234e-03""",AAA,"=""[24.209163157329]""","=""[24.41686897915]""","=""1s.6d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""1""",,
He,1,"=""59692.224803""","=""2.5593e+04""","=""9.7653e-03""",AAA,"=""[24.209163110443]""","=""[24.41686888593]""","=""1s.6d""","=""3D""","=""3""","=""1s.9p""","=""3P*""","=""2""",,
He,1,"=""59692.238277""","=""4.5697e+03""","=""2.4411e-03""",AAA,"=""[24.209163157329]""","=""[24.41686888593]""","=""1s.6d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""2""",,
He,1,"=""59692.406256""","=""7.6169e+03""","=""4.0689e-03""",AAA,"=""[24.209163835045]""","=""[24.41686897915]""","=""1s.6d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""1""",,
He,1,"=""59692.433046""","=""3.0467e+02""","=""2.7125e-04""",AAA,"=""[24.209163835045]""","=""[24.41686888593]""","=""1s.6d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""2""",,
He,1,"=""59717.120225""","=""1.983e+00""","=""6.359e-07""",AA,"=""[24.209249793955]""","=""[24.41686897915]""","=""1s.6d""","=""1D""","=""2""","=""1s.9p""","=""3P*""","=""1""",,
He,1,"=""59907.34615""","=""6.7155e+04""","=""2.1679e-02""",AAA,"=""[24.20081545451]""","=""[24.40777537914]""","=""1s.6p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",,
He,1,"=""59907.43891""","=""4.0293e+04""","=""2.1679e-02""",AAA,"=""[24.20081577498]""","=""[24.40777537914]""","=""1s.6p""","=""3P*""","=""1""","=""1s.9s""","=""3S""","=""1""",,
He,1,"=""59908.57742""","=""1.3431e+04""","=""2.1680e-02""",AAA,"=""[24.20081970804]""","=""[24.40777537914]""","=""1s.6p""","=""3P*""","=""0""","=""1s.9s""","=""3S""","=""1""",,
He,1,"=""61050.27650""","=""1.0218e+05""","=""1.9032e-02""",AAA,"=""[24.21100267716]""","=""[24.41408807749]""","=""1s.6p""","=""1P*""","=""1""","=""1s.9s""","=""1S""","=""0""",,
He,1,"=""61326.8779""","=""1.2413e+04""","=""2.3330e-03""",AAA,"=""[24.1689982232]""","=""[24.37116765163]""","=""1s.6s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",,
He,1,"=""61327.3746""","=""1.2413e+04""","=""6.9991e-03""",AAA,"=""[24.1689982232]""","=""[24.37116601407]""","=""1s.6s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""1""",,
He,1,"=""61327.4150""","=""1.2413e+04""","=""1.1665e-02""",AAA,"=""[24.1689982232]""","=""[24.37116588077]""","=""1s.6s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""2""",,
He,1,"=""62057.9777""","=""8.8145e+04""","=""1.5268e-01""",AAA,"=""[24.0112149898]""","=""[24.21100267716]""","=""1s.5s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,
He,1,"=""62607.2770""","=""1.3966e-01""","=""4.1035e-07""",AAA,"=""[24.0112149898]""","=""[24.209249793955]""","=""1s.5s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",E2,
He,1,"=""67270.6881""","=""2.8896e+04""","=""5.8812e-02""",AAA,"=""[24.1911602752]""","=""[24.375466697350]""","=""1s.6s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",,
He,1,"=""68490.19935""","=""8.322e+00""","=""5.853e-06""",AA,"=""[24.0282250640]""","=""[24.209249793955]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""1D""","=""2""",,
He,1,"=""68490.41140""","=""2.304e+01""","=""2.700e-05""",AA,"=""[24.0282256244]""","=""[24.209249793955]""","=""1s.5p""","=""3P*""","=""1""","=""1s.6d""","=""1D""","=""2""",,
He,1,"=""68522.73711""","=""1.0169e+04""","=""4.2949e-03""",AAA,"=""[24.0282250640]""","=""[24.209163835045]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",,
He,1,"=""68522.94936""","=""1.5253e+05""","=""1.0737e-01""",AAA,"=""[24.0282256244]""","=""[24.209163835045]""","=""1s.5p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",,
He,1,"=""68522.99377""","=""9.1512e+04""","=""6.4418e-02""",AAA,"=""[24.0282250640]""","=""[24.209163157329]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",,
He,1,"=""68523.01152""","=""3.6608e+05""","=""3.6077e-01""",AAA,"=""[24.0282250640]""","=""[24.209163110443]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",,
He,1,"=""68523.20602""","=""2.7454e+05""","=""3.2210e-01""",AAA,"=""[24.0282256244]""","=""[24.209163157329]""","=""1s.5p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,
He,1,"=""68525.55290""","=""2.0338e+05""","=""4.2953e-01""",AAA,"=""[24.0282324989]""","=""[24.209163835045]""","=""1s.5p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",,
He,1,"=""71294.58452""","=""2.047e+00""","=""1.560e-06""",AA,"=""[24.20081545451]""","=""[24.374719544511]""","=""1s.6p""","=""3P*""","=""2""","=""1s.8d""","=""1D""","=""2""",,
He,1,"=""71294.71590""","=""5.685e+00""","=""7.220e-06""",AA,"=""[24.20081577498]""","=""[24.374719544511]""","=""1s.6p""","=""3P*""","=""1""","=""1s.8d""","=""1D""","=""2""",,
He,1,"=""71310.31374""","=""2.8002e+03""","=""1.2809e-03""",AAA,"=""[24.20081545451]""","=""[24.374681185743]""","=""1s.6p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""1""",,
He,1,"=""71310.43085""","=""2.5200e+04""","=""1.9212e-02""",AAA,"=""[24.20081545451]""","=""[24.374680900214]""","=""1s.6p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""2""",,
He,1,"=""71310.43911""","=""1.0081e+05""","=""1.0760e-01""",AAA,"=""[24.20081545451]""","=""[24.374680880069]""","=""1s.6p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""3""",,
He,1,"=""71310.44518""","=""4.2004e+04""","=""3.2022e-02""",AAA,"=""[24.20081577498]""","=""[24.374681185743]""","=""1s.6p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""1""",,
He,1,"=""71310.56229""","=""7.5601e+04""","=""9.6060e-02""",AAA,"=""[24.20081577498]""","=""[24.374680900214]""","=""1s.6p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""2""",,
He,1,"=""71312.05836""","=""5.6005e+04""","=""1.2809e-01""",AAA,"=""[24.20081970804]""","=""[24.374681185743]""","=""1s.6p""","=""3P*""","=""0""","=""1s.8d""","=""3D""","=""1""",,
He,1,"=""73650.90680""","=""8.075e+00""","=""3.940e-06""",AA,"=""[24.042662321526]""","=""[24.21100267716]""","=""1s.5d""","=""3D""","=""2""","=""1s.6p""","=""1P*""","=""1""",,
He,1,"=""73712.68739""","=""8.3990e+04""","=""4.1051e-02""",AAA,"=""[24.042803412125]""","=""[24.21100267716]""","=""1s.5d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",,
He,1,"=""74333.940363""","=""2.153e+04""","=""1.783e-02""",AA,"=""[24.042662242088]""","=""[24.2094557657828]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""1F*""","=""3""",,
He,1,"=""74333.975766""","=""1.662e+05""","=""1.927e-01""",AA,"=""[24.042662321526]""","=""[24.2094557657828]""","=""1s.5d""","=""3D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,
He,1,"=""74334.128860""","=""3.2085e+03""","=""1.8985e-03""",AAA,"=""[24.042662242088]""","=""[24.209455342828]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""2""",,
He,1,"=""74334.164263""","=""1.1229e+05""","=""9.3020e-02""",AAA,"=""[24.042662321526]""","=""[24.209455342828]""","=""1s.5d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,
He,1,"=""74334.269846""","=""7.2192e+05""","=""7.6890e-01""",AAA,"=""[24.042662242088]""","=""[24.2094550264796]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""4""",,
He,1,"=""74334.358512""","=""5.8684e+04""","=""4.8613e-02""",AAA,"=""[24.042662242088]""","=""[24.209454827529]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""3""",,
He,1,"=""74334.393915""","=""4.7555e+05""","=""5.5152e-01""",AAA,"=""[24.042662321526]""","=""[24.209454827529]""","=""1s.5d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,
He,1,"=""74334.686873""","=""6.0641e+05""","=""8.3725e-01""",AAA,"=""[24.042663494166]""","=""[24.209455342828]""","=""1s.5d""","=""3D""","=""1""","=""1s.6f""","=""3F*""","=""2""",,
He,1,"=""74375.1215""","=""2.5165e+05""","=""6.2608e-01""",AAA,"=""[22.920317359]""","=""[23.08701852960]""","=""1s.3s""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",,
He,1,"=""74396.908121""","=""5.3465e+05""","=""6.2110e-01""",AAA,"=""[24.042803412125]""","=""[24.2094557657828]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,
He,1,"=""74397.096937""","=""1.146e+01""","=""9.509e-06""",AA,"=""[24.042803412125]""","=""[24.209455342828]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,
He,1,"=""74397.326979""","=""1.879e+05""","=""2.182e-01""",AA,"=""[24.042803412125]""","=""[24.209454827529]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,
He,1,"=""74537.3729900""","=""2.984e+04""","=""3.195e-02""",AA,"=""[24.043154084167]""","=""[24.2094923832773]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6g""","=""1G""","=""4""",,
He,1,"=""74537.4275798""","=""6.2021e+04""","=""5.1659e-02""",AAA,"=""[24.043154084167]""","=""[24.2094922614541]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6g""","=""3G""","=""3""",,
He,1,"=""74537.5440185""","=""3.323e+04""","=""2.768e-02""",AA,"=""[24.043154465835]""","=""[24.2094923832773]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6g""","=""1G""","=""4""",,
He,1,"=""74537.5975550""","=""1.0284e+06""","=""1.1013e+00""",AAA,"=""[24.043154084167]""","=""[24.2094918821374]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6g""","=""3G""","=""4""",,
He,1,"=""74537.5986086""","=""1.4113e+03""","=""9.1429e-04""",AAA,"=""[24.043154465835]""","=""[24.2094922614541]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6g""","=""3G""","=""3""",,
He,1,"=""74537.6795875""","=""1.1064e+06""","=""1.1263e+00""",AAA,"=""[24.043154465835]""","=""[24.2094920807421]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6g""","=""3G""","=""5""",,
He,1,"=""74537.7685846""","=""3.5923e+04""","=""2.9921e-02""",AAA,"=""[24.043154465835]""","=""[24.2094918821374]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6g""","=""3G""","=""4""",,
He,1,"=""74537.8436421""","=""1.0161e+06""","=""1.1849e+00""",AAA,"=""[24.043155012649]""","=""[24.2094922614541]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6g""","=""3G""","=""3""",,
He,1,"=""74538.0739593""","=""1.0434e+06""","=""1.1174e+00""",AAA,"=""[24.043155648442]""","=""[24.2094923832773]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6g""","=""1G""","=""4""",,
He,1,"=""74538.1285501""","=""2.689e+04""","=""2.240e-02""",AA,"=""[24.043155648442]""","=""[24.2094922614541]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6g""","=""3G""","=""3""",,
He,1,"=""74538.2985285""","=""4.216e+04""","=""4.515e-02""",AA,"=""[24.043155648442]""","=""[24.2094918821374]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6g""","=""3G""","=""4""",,
He,1,"=""74552.95204""","=""2.306e+00""","=""1.153e-06""",AA,"=""[24.209163157329]""","=""[24.375466697350]""","=""1s.6d""","=""3D""","=""2""","=""1s.8p""","=""1P*""","=""1""",,
He,1,"=""74561.1627465""","=""6.517e+01""","=""6.639e-05""",AA,"=""[24.0432156651818]""","=""[24.20950089178800]""","=""1s.5g""","=""3G""","=""4""","=""1s.6h""","=""1H*""","=""5""",,
He,1,"=""74561.2020621""","=""4.1770e+04""","=""3.4813e-02""",AAA,"=""[24.0432156651818]""","=""[24.2095008041069]""","=""1s.5g""","=""3G""","=""4""","=""1s.6h""","=""3H*""","=""4""",,
He,1,"=""74561.3128015""","=""1.6117e+06""","=""1.6418e+00""",AAA,"=""[24.0432156651818]""","=""[24.2095005571382]""","=""1s.5g""","=""3G""","=""4""","=""1s.6h""","=""3H*""","=""5""",,
He,1,"=""74561.3167702""","=""3.191e+04""","=""2.660e-02""",AA,"=""[24.0432160086825]""","=""[24.20950089178800]""","=""1s.5g""","=""3G""","=""5""","=""1s.6h""","=""1H*""","=""5""",,
He,1,"=""74561.3560860""","=""8.1279e+02""","=""5.5426e-04""",AAA,"=""[24.0432160086825]""","=""[24.2095008041069]""","=""1s.5g""","=""3G""","=""5""","=""1s.6h""","=""3H*""","=""4""",,
He,1,"=""74561.4087759""","=""1.6459e+06""","=""1.6212e+00""",AAA,"=""[24.0432160086825]""","=""[24.20950068659936]""","=""1s.5g""","=""3G""","=""5""","=""1s.6h""","=""3H*""","=""6""",,
He,1,"=""74561.4668258""","=""3.3922e+04""","=""2.8273e-02""",AAA,"=""[24.0432160086825]""","=""[24.2095005571382]""","=""1s.5g""","=""3G""","=""5""","=""1s.6h""","=""3H*""","=""5""",,
He,1,"=""74561.4961209""","=""1.5646e+06""","=""1.6766e+00""",AAA,"=""[24.0432163209841]""","=""[24.2095008041069]""","=""1s.5g""","=""3G""","=""3""","=""1s.6h""","=""3H*""","=""4""",,
He,1,"=""74561.5510348""","=""1.6139e+06""","=""1.6440e+00""",AAA,"=""[24.0432165311324]""","=""[24.20950089178800]""","=""1s.5g""","=""1G""","=""4""","=""1s.6h""","=""1H*""","=""5""",,
He,1,"=""74561.5903509""","=""3.870e+04""","=""3.225e-02""",AA,"=""[24.0432165311324]""","=""[24.2095008041069]""","=""1s.5g""","=""1G""","=""4""","=""1s.6h""","=""3H*""","=""4""",,
He,1,"=""74561.7010914""","=""3.180e+02""","=""3.239e-04""",AA,"=""[24.0432165311324]""","=""[24.2095005571382]""","=""1s.5g""","=""1G""","=""4""","=""1s.6h""","=""3H*""","=""5""",,
He,1,"=""74581.4024324""","=""6.134e+02""","=""3.979e-04""",AA,"=""[24.0432156651818]""","=""[24.2094557657828]""","=""1s.5g""","=""3G""","=""4""","=""1s.6f""","=""1F*""","=""3""",,
He,1,"=""74581.6966505""","=""1.916e+02""","=""1.598e-04""",AA,"=""[24.0432163209841]""","=""[24.2094557657828]""","=""1s.5g""","=""3G""","=""3""","=""1s.6f""","=""1F*""","=""3""",,
