element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
O,8,"=""14.634278582""","=""8.0840e+10""","=""5.1911e-03""",AA,"=""0.0000000""","=""(847.21770014)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,
O,8,"=""14.634397743""","=""8.0753e+10""","=""2.5928e-03""",AA,"=""0.0000000""","=""(847.21080161)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,
O,8,"=""14.820501188""","=""1.4086e+11""","=""9.2771e-03""",AA,"=""0.0000000""","=""(836.57223773)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,
O,8,"=""14.820712386""","=""1.4073e+11""","=""4.6344e-03""",AA,"=""0.0000000""","=""(836.56031640)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,
O,8,"=""15.176017358""","=""2.7941e+11""","=""1.9295e-02""",AA,"=""0.0000000""","=""(816.97454286)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,
O,8,"=""15.176449925""","=""2.7922e+11""","=""9.6417e-03""",AA,"=""0.0000000""","=""(816.9512570)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,
O,8,"=""16.00551532""","=""6.8532e+11""","=""5.2641e-02""",AA,"=""0.0000000""","=""(774.6342180)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,
O,8,"=""16.00665594""","=""6.8520e+11""","=""2.6319e-02""",AA,"=""0.0000000""","=""(774.5790180)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,
O,7,"=""17.805310""","=""1.84e+02""","=""2.62e-11""",C,"=""0.00000""","=""(696.3327)""","=""1s2""","=""1S""","=""0""","=""1s.4s""","=""3S""","=""1""",M1,
O,7,"=""18.628151""","=""9.365e+11""","=""1.461e-01""",AA,"=""0.00000""","=""(665.5744)""","=""1s2""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",,
O,7,"=""18.637378""","=""1.451e+08""","=""2.514e-05""",AA,"=""0.00000""","=""(665.2449)""","=""1s2""","=""1S""","=""0""","=""1s.3d""","=""1D""","=""2""",E2,
O,7,"=""18.727765""","=""3.57e+02""","=""5.63e-11""",C,"=""0.00000""","=""(662.0341)""","=""1s2""","=""1S""","=""0""","=""1s.3s""","=""3S""","=""1""",M1,
O,8,"=""18.96710547""","=""2.5658e+12""","=""2.7677e-01""",AA,"=""0.0000000""","=""(653.6801232)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",,
O,8,"=""18.97251243""","=""2.5688e+12""","=""1.3863e-01""",AA,"=""0.0000000""","=""(653.4938315)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",,
O,7,"=""21.601500""","=""3.309e+12""","=""6.945e-01""",AA,"=""0.00000""","=""(573.9610626)""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""1P*""","=""1""",,
O,7,"=""21.801013""","=""3.31e+05""","=""1.18e-07""",A,"=""0.00000""","=""(568.708437)""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""3P*""","=""2""",M2,
O,7,"=""22.097720""","=""1.04e+03""","=""2.28e-10""",AA,"=""0.00000""","=""(561.072349)""","=""1s2""","=""1S""","=""0""","=""1s.2s""","=""3S""","=""1""",M1,
O,8,"=""64.0004801""","=""1.7627e+10""","=""2.1648e-02""",AA,"=""(653.4938315)""","=""(847.21768819)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",,
O,8,"=""64.0026428""","=""1.0064e+09""","=""6.1805e-04""",AA,"=""(653.4938315)""","=""(847.21114235)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,
O,8,"=""64.0034764""","=""1.1720e+10""","=""1.4395e-02""",AA,"=""(653.5029124)""","=""(847.21770014)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,
O,8,"=""64.0057557""","=""1.1734e+10""","=""7.2068e-03""",AA,"=""(653.5029124)""","=""(847.21080161)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,
O,8,"=""64.0613243""","=""2.1094e+10""","=""1.9467e-02""",AA,"=""(653.6801232)""","=""(847.21998475)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",,
O,8,"=""64.0620845""","=""3.5121e+09""","=""2.1608e-03""",AA,"=""(653.6801232)""","=""(847.21768819)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",,
O,8,"=""64.0642513""","=""2.0260e+09""","=""6.2329e-04""",AA,"=""(653.6801232)""","=""(847.21114235)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",,
O,8,"=""67.7219202""","=""3.2287e+10""","=""4.4399e-02""",AA,"=""(653.4938315)""","=""(836.57221740)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",,
O,8,"=""67.7252719""","=""2.0288e+10""","=""2.7901e-02""",AA,"=""(653.5029124)""","=""(836.57223773)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,
O,8,"=""67.7261051""","=""1.7647e+09""","=""1.2135e-03""",AA,"=""(653.4938315)""","=""(836.56090475)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",,
O,8,"=""67.7296824""","=""2.0318e+10""","=""1.3973e-02""",AA,"=""(653.5029124)""","=""(836.56031640)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,
O,8,"=""67.7894300""","=""3.8644e+10""","=""3.9936e-02""",AA,"=""(653.6801232)""","=""(836.57618589)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",,
O,8,"=""67.7909010""","=""6.4350e+09""","=""4.4335e-03""",AA,"=""(653.6801232)""","=""(836.57221740)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",,
O,8,"=""67.7950944""","=""3.5524e+09""","=""1.2239e-03""",AA,"=""(653.6801232)""","=""(836.56090475)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,
O,8,"=""75.8402796""","=""7.0632e+10""","=""1.2181e-01""",AA,"=""(653.4938315)""","=""(816.97450318)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,
O,8,"=""75.8444741""","=""3.9630e+10""","=""6.8353e-02""",AA,"=""(653.5029124)""","=""(816.97454286)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,
O,8,"=""75.8505329""","=""3.5309e+09""","=""3.0455e-03""",AA,"=""(653.4938315)""","=""(816.9524042)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",,
O,8,"=""75.8552794""","=""3.9707e+10""","=""3.4252e-02""",AA,"=""(653.5029124)""","=""(816.9512570)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,
O,8,"=""75.9231969""","=""8.4563e+10""","=""1.0962e-01""",AA,"=""(653.6801232)""","=""(816.98225418)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",,
O,8,"=""75.9268007""","=""1.4085e+10""","=""1.2173e-02""",AA,"=""(653.6801232)""","=""(816.97450318)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",,
O,8,"=""75.9370774""","=""7.1087e+09""","=""3.0728e-03""",AA,"=""(653.6801232)""","=""(816.9524042)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",,
O,7,"=""78.9297""","=""4.61e+09""","=""1.29e-02""",A,"=""(568.632762)""","=""(725.7146)""","=""1s.2p""","=""3P*""","=""0""","=""1s.7d""","=""3D""","=""1""",,
O,7,"=""78.9333""","=""6.22e+09""","=""9.67e-03""",A,"=""(568.640052)""","=""(725.7146)""","=""1s.2p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""2""",,
O,7,"=""78.9333""","=""3.45e+09""","=""3.22e-03""",A,"=""(568.640052)""","=""(725.7146)""","=""1s.2p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""1""",,
O,7,"=""78.9675""","=""8.28e+09""","=""1.08e-02""",A,"=""(568.708437)""","=""(725.7150)""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",,
O,7,"=""78.9677""","=""2.07e+09""","=""1.93e-03""",A,"=""(568.708437)""","=""(725.7146)""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""2""",,
O,7,"=""78.9677""","=""2.30e+08""","=""1.29e-04""",A,"=""(568.708437)""","=""(725.7146)""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""1""",,
O,7,"=""81.4801""","=""7.515e+09""","=""2.243e-02""",AA,"=""(568.632762)""","=""(720.7978)""","=""1s.2p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",,
O,7,"=""81.4839""","=""1.014e+10""","=""1.682e-02""",AA,"=""(568.640052)""","=""(720.7979)""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,
O,7,"=""81.4840""","=""5.635e+09""","=""5.608e-03""",AA,"=""(568.640052)""","=""(720.7978)""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",,
O,7,"=""81.5203""","=""1.351e+10""","=""1.884e-02""",AA,"=""(568.708437)""","=""(720.7984)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",,
O,7,"=""81.5206""","=""3.377e+09""","=""3.364e-03""",AA,"=""(568.708437)""","=""(720.7979)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",,
O,7,"=""81.5206""","=""3.752e+08""","=""2.242e-04""",AA,"=""(568.708437)""","=""(720.7978)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",,
O,7,"=""81.59876""","=""6.770e+09""","=""2.027e-02""",AA,"=""(568.899694)""","=""(720.8434)""","=""1s.2s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,
O,7,"=""84.4325""","=""1.177e+10""","=""2.096e-02""",AA,"=""(573.9610626)""","=""(720.8052)""","=""1s.2p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",,
O,7,"=""86.0942""","=""1.369e+10""","=""4.562e-02""",AA,"=""(568.632762)""","=""(712.6427)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",,
O,7,"=""86.0984""","=""1.848e+10""","=""3.421e-02""",AA,"=""(568.640052)""","=""(712.6429)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",,
O,7,"=""86.0986""","=""1.026e+10""","=""1.140e-02""",AA,"=""(568.640052)""","=""(712.6427)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",,
O,7,"=""86.1385""","=""2.461e+10""","=""3.829e-02""",AA,"=""(568.708437)""","=""(712.6443)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",,
O,7,"=""86.1393""","=""6.150e+09""","=""6.838e-03""",AA,"=""(568.708437)""","=""(712.6429)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",,
O,7,"=""86.1395""","=""6.833e+08""","=""4.559e-04""",AA,"=""(568.708437)""","=""(712.6427)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",,
O,7,"=""86.20643""","=""1.165e+10""","=""3.893e-02""",AA,"=""(568.899694)""","=""(712.7221)""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,
O,7,"=""89.3916""","=""2.167e+10""","=""4.324e-02""",AA,"=""(573.9610626)""","=""(712.6589)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5d""","=""1D""","=""2""",,
O,7,"=""96.1159""","=""2.958e+10""","=""1.229e-01""",AA,"=""(568.632762)""","=""(697.6272)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",,
O,7,"=""96.1210""","=""3.993e+10""","=""9.219e-02""",AA,"=""(568.640052)""","=""(697.6277)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",,
O,7,"=""96.1213""","=""2.218e+10""","=""3.073e-02""",AA,"=""(568.640052)""","=""(697.6272)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",,
O,7,"=""96.1701""","=""5.323e+10""","=""1.032e-01""",AA,"=""(568.708437)""","=""(697.6302)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",,
O,7,"=""96.1720""","=""1.329e+10""","=""1.843e-02""",AA,"=""(568.708437)""","=""(697.6277)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",,
O,7,"=""96.1723""","=""1.476e+09""","=""1.228e-03""",AA,"=""(568.708437)""","=""(697.6272)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",,
O,7,"=""96.1966""","=""2.250e+10""","=""9.361e-02""",AA,"=""(568.899694)""","=""(697.7859)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,
O,7,"=""97.0902""","=""9.877e+08""","=""4.181e-03""",AA,"=""(568.632762)""","=""(696.3327)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",,
O,7,"=""97.0958""","=""2.963e+09""","=""4.182e-03""",AA,"=""(568.640052)""","=""(696.3327)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",,
O,7,"=""97.1478""","=""4.930e+09""","=""4.179e-03""",AA,"=""(568.708437)""","=""(696.3327)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",,
O,7,"=""100.2330""","=""7.275e+06""","=""1.701e-05""",AA,"=""(573.9610626)""","=""(697.6570)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4f""","=""1F*""","=""3""",E2,
O,7,"=""100.2337""","=""4.772e+10""","=""1.198e-01""",AA,"=""(573.9610626)""","=""(697.6562)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4d""","=""1D""","=""2""",,
O,8,"=""102.3476124""","=""2.2121e+11""","=""6.9477e-01""",AA,"=""(653.4938315)""","=""(774.634125370)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",,
O,8,"=""102.3552068""","=""9.1942e+10""","=""2.8882e-01""",AA,"=""(653.5029124)""","=""(774.6342180)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,
O,8,"=""102.3919004""","=""8.6479e+09""","=""1.3592e-02""",AA,"=""(653.4938315)""","=""(774.5817281)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",,
O,8,"=""102.4018717""","=""9.2230e+10""","=""1.4499e-01""",AA,"=""(653.5029124)""","=""(774.5790180)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,
O,8,"=""102.4896799""","=""2.6504e+11""","=""6.2606e-01""",AA,"=""(653.6801232)""","=""(774.652496814)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",,
O,8,"=""102.5052468""","=""4.4169e+10""","=""6.9577e-02""",AA,"=""(653.6801232)""","=""(774.634125370)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",,
O,8,"=""102.5496713""","=""1.7418e+10""","=""1.3731e-02""",AA,"=""(653.6801232)""","=""(774.5817281)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",,
O,6,"=""103.2060""","=""1.73e+09""","=""5.53e-03""",B,"=""11.94895""","=""132.0817""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9d""","=""2D""","=""3/2""",,
O,6,"=""103.2598""","=""2.07e+09""","=""4.96e-03""",B,"=""12.01483""","=""132.0850""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""5/2""",,
O,6,"=""103.2626""","=""3.46e+08""","=""5.53e-04""",B,"=""12.01483""","=""132.0817""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""3/2""",,
O,6,"=""104.6120""","=""2.48e+09""","=""8.14e-03""",B+,"=""11.94895""","=""130.4671""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",,
O,6,"=""104.6688""","=""2.97e+09""","=""7.32e-03""",B+,"=""12.01483""","=""130.4687""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",,
O,6,"=""104.6702""","=""4.95e+08""","=""8.13e-04""",B+,"=""12.01483""","=""130.4671""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",,
O,6,"=""104.8033""","=""2.39e+08""","=""3.94e-04""",B,"=""11.94895""","=""[130.2507]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",,
O,6,"=""104.8617""","=""4.77e+08""","=""3.93e-04""",B,"=""12.01483""","=""[130.2507]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",,
O,6,"=""106.7310""","=""3.78e+09""","=""1.29e-02""",B+,"=""11.94895""","=""128.1141""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,
O,6,"=""106.7888""","=""4.53e+09""","=""1.16e-02""",B+,"=""12.01483""","=""128.1171""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,
O,6,"=""106.7915""","=""7.54e+08""","=""1.29e-03""",B+,"=""12.01483""","=""128.1141""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,
O,6,"=""107.020""","=""3.62e+08""","=""6.22e-04""",B,"=""11.94895""","=""127.800""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",,
O,6,"=""107.081""","=""7.22e+08""","=""6.21e-04""",B,"=""12.01483""","=""127.800""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",,
O,6,"=""110.1570""","=""6.18e+09""","=""2.25e-02""",A,"=""11.94895""","=""124.5012""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",,
O,6,"=""110.2198""","=""7.40e+09""","=""2.02e-02""",A,"=""12.01483""","=""124.5029""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",,
O,6,"=""110.2215""","=""1.23e+09""","=""2.24e-03""",A,"=""12.01483""","=""124.5012""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",,
O,6,"=""110.656""","=""5.85e+08""","=""1.07e-03""",B,"=""11.94895""","=""123.994""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",,
O,6,"=""110.721""","=""1.17e+09""","=""1.08e-03""",B,"=""12.01483""","=""123.994""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",,
O,5,"=""114.35799""","=""1.72e+09""","=""1.01e-02""",C+,"=""0.00000""","=""108.41761""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.8p""","=""1P*""","=""1""",,
O,6,"=""115.82148""","=""1.23e+10""","=""4.95e-02""",B+,"=""0.000000""","=""107.04767""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""3/2""",,
O,6,"=""115.83005""","=""1.23e+10""","=""2.47e-02""",B+,"=""0.000000""","=""107.03975""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""1/2""",,
O,5,"=""116.16102""","=""2.28e+09""","=""1.38e-02""",C+,"=""0.00000""","=""106.73477""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.7p""","=""1P*""","=""1""",,
O,6,"=""116.3499""","=""1.12e+10""","=""4.55e-02""",A,"=""11.94895""","=""118.5104""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",,
O,6,"=""116.4207""","=""1.35e+10""","=""4.11e-02""",A,"=""12.01483""","=""118.5115""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",,
O,6,"=""116.4219""","=""2.24e+09""","=""4.55e-03""",A,"=""12.01483""","=""118.5104""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",,
O,6,"=""117.327""","=""1.07e+09""","=""2.21e-03""",B,"=""11.94895""","=""117.623""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",,
O,6,"=""117.401""","=""2.13e+09""","=""2.20e-03""",B,"=""12.01483""","=""117.623""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",,
O,5,"=""117.99967""","=""9.04e+08""","=""5.66e-03""",C,"=""0.00000""","=""105.07165""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.(2P*<3/2>).4d""","=""1P*""","=""1""",,
O,5,"=""119.10207""","=""4.64e+09""","=""2.96e-02""",B,"=""0.00000""","=""104.09912""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.6p""","=""1P*""","=""1""",,
O,5,"=""122.08724""","=""9.03e+08""","=""3.36e-03""",C+,"=""10.17645""","=""111.73022""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""2""",,
O,5,"=""122.08812""","=""1.20e+09""","=""8.04e-03""",C+,"=""10.15958""","=""111.71261""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""1""",,
O,5,"=""122.10841""","=""9.03e+08""","=""2.02e-03""",C,"=""10.17645""","=""111.71261""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""1""",,
O,5,"=""122.13297""","=""2.71e+09""","=""6.06e-03""",B,"=""10.21448""","=""111.73022""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""2""",,
O,5,"=""122.13302""","=""3.61e+09""","=""2.69e-03""",C+,"=""10.17645""","=""111.69216""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""0""",,
O,5,"=""122.15416""","=""1.50e+09""","=""2.01e-03""",C+,"=""10.21448""","=""111.71261""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""1""",,
O,5,"=""124.61587""","=""7.15e+09""","=""4.99e-02""",B,"=""0.00000""","=""99.49310""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.5p""","=""1P*""","=""1""",,
O,5,"=""126.06851""","=""1.37e+09""","=""9.79e-03""",C+,"=""10.15958""","=""108.50626""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.8d""","=""3D""","=""1""",,
O,5,"=""126.08681""","=""1.85e+09""","=""7.35e-03""",C+,"=""10.17645""","=""108.50886""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.8d""","=""3D""","=""2""",,
O,5,"=""126.09014""","=""1.02e+09""","=""2.43e-03""",C+,"=""10.17645""","=""108.50626""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.8d""","=""3D""","=""1""",,
O,5,"=""126.13511""","=""2.46e+09""","=""8.21e-03""",B,"=""10.21448""","=""108.50923""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""3""",,
O,5,"=""126.13558""","=""6.14e+08""","=""1.46e-03""",C+,"=""10.21448""","=""108.50886""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""2""",,
O,5,"=""126.13892""","=""6.82e+07""","=""9.76e-05""",D,"=""10.21448""","=""108.50626""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""1""",,
O,7,"=""128.2489""","=""5.055e+10""","=""3.735e-01""",AA,"=""(568.899694)""","=""(665.5744)""","=""1s.2s""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",,
O,5,"=""128.23217""","=""2.03e+09""","=""1.50e-02""",C+,"=""10.15958""","=""106.84685""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.7d""","=""3D""","=""1""",,
O,5,"=""128.25209""","=""2.75e+09""","=""1.13e-02""",B,"=""10.17645""","=""106.84871""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.7d""","=""3D""","=""2""",,
O,5,"=""128.25456""","=""1.52e+09""","=""3.75e-03""",C+,"=""10.17645""","=""106.84685""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.7d""","=""3D""","=""1""",,
O,5,"=""128.30206""","=""3.65e+09""","=""1.26e-02""",B,"=""10.21448""","=""106.84909""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""3""",,
O,5,"=""128.30256""","=""9.13e+08""","=""2.25e-03""",C+,"=""10.21448""","=""106.84871""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""2""",,
O,5,"=""128.30503""","=""1.01e+08""","=""1.50e-04""",D,"=""10.21448""","=""106.84685""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""1""",,
O,7,"=""128.4124""","=""1.213e+11""","=""4.998e-01""",AA,"=""(568.640052)""","=""(665.1916)""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""2""",,
O,7,"=""128.4040""","=""8.982e+10""","=""6.661e-01""",AA,"=""(568.632762)""","=""(665.1906)""","=""1s.2p""","=""3P*""","=""0""","=""1s.3d""","=""3D""","=""1""",,
O,7,"=""128.4137""","=""6.735e+10""","=""1.665e-01""",AA,"=""(568.640052)""","=""(665.1906)""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""1""",,
O,7,"=""128.4951""","=""1.613e+11""","=""5.590e-01""",AA,"=""(568.708437)""","=""(665.1979)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""3""",,
O,7,"=""128.5034""","=""4.033e+10""","=""9.984e-02""",AA,"=""(568.708437)""","=""(665.1916)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""2""",,
O,7,"=""128.5047""","=""4.481e+09""","=""6.657e-03""",AA,"=""(568.708437)""","=""(665.1906)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""1""",,
O,7,"=""128.6875""","=""6.719e+06""","=""5.540e-05""",AA,"=""(568.899694)""","=""(665.2449)""","=""1s.2s""","=""1S""","=""0""","=""1s.3d""","=""1D""","=""2""",E2,
O,5,"=""128.81696""","=""2.12e+09""","=""5.27e-03""",D,"=""19.68841""","=""115.93676""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p.(2P*<1/2>).6p""","=""1P""","=""1""",,
